header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Postelstraat 15 N,5711 EM Someren        ,https://www.funda.nl/en/koop/someren/appartement-88018779-postelstraat-15-n/?navigateSource=resultlist,20220127_223326,"€ 215,000 kosten koper","€ 3,028    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,€ 100.00 per month,Upstairs apartment (apartment),Resale property,1977,Flat roof,Living area71 m²Exterior space attached to the building11 m²External storage space5 m²,71 m²,11 m²,5 m²,190 m³,2 rooms (1 bedroom),1 separate toilet,1 story,2nd floor,Air conditioning and rolldown shutters,C        What does this mean?,Roof insulation and double glazing,CH boiler,Full ownership,In center,Parking place,Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
