header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nederlandplein 6,5628 AD Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42697867-nederlandplein-6/?navigateSource=resultlist,20220201_015403,"€ 295,000 kosten koper","€ 3,391    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,Galleried apartment,Resale property,1970,Flat roof covered with asphalt roofing,Living area87 m²Exterior space attached to the building7 m²External storage space8 m²,87 m²,7 m²,8 m²,278 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Elevator and passive ventilation system,E        What does this mean?,Roof insulation and double glazing,Communal central heating,Electrical boiler,Full ownership,In residential district,Balcony present,Built-in,Electricity,Public parking,No,No,No,No,No,No,no
