header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Location,Garden,Back garden,Garden location,Type of garage,Capacity,error
Frankenlaan 39,6419 BS Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-88954235-frankenlaan-39/?navigateSource=resultlist,20220129_155849,"€ 265,000 kosten koper","€ 2,819    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,"Single-family home, row house",Resale property,1983,Gable roof,Living area94 m²Other space inside the building50 m²,94 m²,50 m²,130 m²,446 m³,4 rooms (3 bedrooms),3 stories,C        What does this mean?,"Roof insulation, energy efficient window and insulated walls",CH boiler,130 m²,In center,Back garden,55 m² (11 meter deep and 5 meter broad),Located at the southwest accessible via the rear,Built-in and parking place,1 car,no
