header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Ownership situation,error
Winthontstraat 74,1013 BR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-88022795-winthontstraat-74/?navigateSource=resultlist,20220129_172513,"€ 52,000 kosten koper",€ 37 per month,4 weeks,Sold under reservation,Available in consultation,Garage,Resale property,Electrical door,1,Long-term lease (end date of long-term lease:  15-11-2055),no
