header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Opaal (Bouwnr. 16),3541 HK Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42653105-opaal-bouwnr-16/?navigateSource=resultlist,20220129_180248,"€ 570,000 vrij op naam","€ 4,419    The asking price per m² (€ 570,000) is calculated by dividing the asking price of the home by the living area (129 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 140 per month,5 weeks,Under option,Available in consultation,Upstairs apartment,New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area129 m²External storage space4 m²,129 m²,4 m²,335 m³,4 rooms (2 bedrooms),1 bathroom and 2 separate toilets,2 stories,Balanced ventilation system and solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Alongside park and in residential district,Back garden,Detached wooden storage,Parking place,Parking on private property and public parking,no
