header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Predikherenkerkhof 9,3512 TJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-41195263-predikherenkerkhof-9/?navigateSource=resultlist,20220131_165038,"€ 598,000 kosten koper","€ 4,365    The asking price per m² (€ 598,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1650,Monumental building,Gable roof covered with roof tiles,Living area137 m²,137 m²,478 m³,4 rooms (2 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,1st floor,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",Full ownership,Alongside a quiet road and in center,Back garden and sun terrace,"57 m² (7,09 meter deep and 9,32 meter broad)",Located at the south,Public parking and resident's parking permits,No,No,No,No,No,No,no
