header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Type of parking facilities,error
Lloydkade (Bouwnr. 15.01),3024 EA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42502101-lloydkade-bouwnr-1501/?navigateSource=resultlist,20220126_004543,"€ 1,115,000 vrij op naam","€ 9,065    The asking price per m² (€ 1,115,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment),New property,2024,SWK garantiecertificaat,Living area123 m²Exterior space attached to the building93 m²,123 m²,93 m²,400 m³,4 rooms (3 bedrooms),1 story,15th floor,Elevator,A        What does this mean?,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",District heating,District heating,"On navigable waterway, alongside water, in center, in residential district and unobstructed surrounding view","Paid parking, parking on gated property, parking on private property, public parking, parking garage and resident's parking permits",no
