header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Crispijnstraat 87,2513 SH Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88035754-crispijnstraat-87/?navigateSource=resultlist,20220131_220128,"€ 645,000 kosten koper","€ 6,028    The asking price per m² (€ 645,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1922,Flat roof covered with asphalt roofing,Living area107 m²,107 m²,61 m²,321 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,3 stories,Skylight,A        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2021, in ownership",61 m²,Full ownership,In residential district,Back garden,"23 m² (6,05 meter deep and 3,8 meter broad)",Located at the northeast accessible via the rear,Balcony present,Paid parking and public parking,no
