header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Purchase combination,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Blokpolder 28,5235 TZ Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42666555-blokpolder-28/?navigateSource=resultlist,20220201_113115,"€ 325,000 kosten koper","€ 3,009    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,Part of a project for the selling of rented property to the sitting tenants,"Single-family home, corner house",Resale property,1986,Gable roof covered with roof tiles,Living area108 m²External storage space6 m²,108 m²,6 m²,140 m²,407 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,C            1.56What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",140 m²,Full ownership,Back garden and front garden,"66 m² (12 meter deep and 5,5 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Public parking,no
