header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Heidevlinder 80,7534 LV Enschede        ,https://www.funda.nl/en/koop/enschede/huis-42689564-heidevlinder-80/?navigateSource=resultlist,20220129_040159,"€ 389,000 kosten koper","€ 2,576    The asking price per m² (€ 389,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,2013,Living area151 m²External storage space5 m²,151 m²,5 m²,190 m²,574 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Outdoor awning, optical fibre, mechanical ventilation, sliding door and TV via cable",A        What does this mean?,Completely insulated,CH boiler and partial floor heating,CH boiler,"Gas-fired combination boiler from 2013, in ownership",190 m²,Full ownership,In residential district,"Back garden, front garden and side garden",66 m² (11 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached wooden storage,Electricity,Parking place,Parking on private property and public parking,no
