header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,error
van Aitzemastraat 11,5624 GJ Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42501192-van-aitzemastraat-11/?navigateSource=resultlist,20220201_013431,"€ 325,000 kosten koper","€ 3,693    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1961,Living area88 m²Other space inside the building11 m²Exterior space attached to the building18 m²External storage space8 m²,88 m²,11 m²,18 m²,8 m²,147 m²,400 m³,5 rooms (3 bedrooms),1 bathroom,Shower,2 stories and a attic,F            2.86What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,147 m²,Full ownership,In residential district,Back garden and front garden,72 m² (12 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Detached brick storage,Electricity,no
