header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van der Hoopstraat 134 1,1051 VN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88994785-van-der-hoopstraat-134-1/?navigateSource=resultlist,20220130_211135,"€ 625,000 kosten koper","€ 7,267    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 117.00 per month,Maisonnette (apartment),Resale property,Before 1906,Living area86 m²Exterior space attached to the building14 m²,86 m²,14 m²,308 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,1st floor,G        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside busy road, alongside a quiet road, in center, in residential district and unobstructed surrounding view",Yes,Yes,Yes (€ 117.00 per month),Yes,Yes,Yes,no
