header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,error
Leliegracht 20,1015 DG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42584220-leliegracht-20/?navigateSource=resultlist,20220130_214707,"€ 4,250,000 kosten koper","€ 9,259    The asking price per m² (€ 4,250,000) is calculated by dividing the asking price of the home by the living area (459 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Property alongside canal, row house",Resale property,1620,"Protected townscape or village view (permit needed for alterations), partly rented, listed building (national monument) and monumental building",Gable roof,Living area459 m²Other space inside the building47 m²,459 m²,47 m²,370 m²,"1,897 m³",14 rooms (9 bedrooms),6 bathrooms and 2 separate toilets,"2 baths, 5 showers and 5 toilets",7 stories,Mechanical ventilation,Not required,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",370 m²,Full ownership,"Alongside a quiet road, alongside water, in center and in residential district",Back garden,"160 m² (14,5 meter deep and 11 meter broad)",Built-in,"Paid parking, public parking and resident's parking permits",no
