header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Rekerdijk 17,3079 TK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88808469-rekerdijk-17/?navigateSource=resultlist,20220125_232953,"€ 245,000 kosten koper","€ 3,403    The asking price per m² (€ 245,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Flat roof,Living area72 m²Other space inside the building3 m²External storage space3 m²,72 m²,3 m²,3 m²,99 m²,248 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation and passive ventilation system,C        What does this mean?,CH boiler,CH boiler,"Remeha ( combination boiler from 2017, to rent)",99 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,40 m² (10 meter deep and 4 meter broad),Located at the southwest,Detached brick storage,Public parking,no
