header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Back garden,Garden location,Type of garage,error
Castor 18,4501 EZ Oostburg        ,https://www.funda.nl/en/koop/oostburg/huis-88036628-castor-18/?navigateSource=resultlist,20220128_063642,"€ 299,000 kosten koper","€ 3,602    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 14, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1976,Gable roof,Living area83 m²Other space inside the building13 m²External storage space18 m²,83 m²,13 m²,18 m²,275 m²,166 m³,4 rooms (3 bedrooms),3 stories,TV via cable,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,275 m²,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","233 m² (21,2 meter deep and 11 meter broad)",Located at the northeast accessible via the rear,Parking place,no
