header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Osdorpergracht 466 A,1068 HV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42557104-nieuwe-osdorpergracht-466-a/?navigateSource=resultlist,20220130_215027,"€ 335,000 vrij op naam","€ 6,700    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 75 per month,4 months,Under option,Upstairs apartment (apartment),New property,2022,Woningborg garantiecertificaat,Living area50 m²Exterior space attached to the building11 m²External storage space6 m²,50 m²,11 m²,6 m²,150 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower and toilet,12 stories,3rd floor,A+++        What does this mean?,Completely insulated,District heating,In center and in residential district,Balcony present,Storage box,Public parking,No,No,No,No,No,No,no
