header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Dimensions,Area,error
Houtkade,4463 AC Goes        ,https://www.funda.nl/en/koop/goes/parkeergelegenheid-42521282-houtkade/?navigateSource=resultlist,20220129_182947,Price on request,2 months,Available,Available in consultation,Garage,Resale property,1.180 m²,Part of parcel,no
