header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Shed / storage,Type of parking facilities,error
Mr. Gerbrandypark 44,6716 EZ Ede        ,https://www.funda.nl/en/koop/ede/huis-42650678-mr-gerbrandypark-44/?navigateSource=resultlist,20220129_155622,"€ 327,500 kosten koper","€ 3,522    The asking price per m² (€ 327,500) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1996,Flat roof covered with asphalt roofing,Living area93 m²External storage space7 m²,93 m²,7 m²,138 m²,313 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,Mechanical ventilation and passive ventilation system,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Remeha (2014, in ownership)",138 m²,"Alongside park, alongside a quiet road and in residential district",Back garden and front garden,Detached brick storage,Public parking,no
