header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Heating,Area,Ownership situation,Garden,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,error
Oude Zeumerseweg 8,3781 MH Voorthuizen        ,https://www.funda.nl/en/koop/voorthuizen/huis-42660529-oude-zeumerseweg-8/?navigateSource=resultlist,20220127_230259,"€ 985,000 kosten koper","€ 5,694    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 985,000) is calculated by dividing the asking price of the home by the living area (173 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1971-1980,Combination roof covered with roof tiles,Living area173 m²,173 m²,"1,961 m²",629 m³,6 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,D        What does this mean?,CH boiler,1.961 m² (part of parcel),Full ownership,Surrounded by garden and sun terrace,Balcony present,Detached brick storage,Electricity and running water,Parking on private property,no
