header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lindelaan 133,2282 ER Rijswijk (ZH)        ,https://www.funda.nl/en/koop/rijswijk-zh/appartement-88038949-lindelaan-133/?navigateSource=resultlist,20220128_232559,"€ 324,500 kosten koper","€ 3,416    The asking price per m² (€ 324,500) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 75 per month,"January 18, 2022",Available,Available on 5/20/2022,€ 75.00 per month,Maisonnette (double upstairs apartment),Resale property,1935,Combination roof covered with roof tiles,Living area95 m²Exterior space attached to the building9 m²External storage space1 m²,95 m²,9 m²,1 m²,327 m³,5 rooms (4 bedrooms),2 stories,1st floor,G        What does this mean?,"Roof insulation, energy efficient window and floor insulation",CH boiler,CH boiler,"Gas-fired from 2014, in ownership",Full ownership,Alongside busy road and in residential district,Yes,Yes,Yes (€ 75.00 per month),Yes,No,Yes,no
