header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Lijsterbesstraat 42,4462 SX Goes        ,https://www.funda.nl/en/koop/goes/huis-42652000-lijsterbesstraat-42/?navigateSource=resultlist,20220128_081010,"€ 395,000 kosten koper","€ 3,185    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1990,Gable roof covered with roof tiles,Living area124 m²Other space inside the building20 m²Exterior space attached to the building20 m²,124 m²,20 m²,20 m²,238 m²,480 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Air conditioning, skylight, mechanical ventilation, rolldown shutters, TV via cable and solar panels",C        What does this mean?,Heat pump,CH boiler,238 m²,Full ownership,Back garden and front garden,"100 m² (10,4 meter deep and 9 meter broad)",Located at the west,Attached brick garage,1 car,Electricity,Parking on private property and public parking,no
