header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Wester Hordijk 316,3079 DM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88903464-wester-hordijk-316/?navigateSource=resultlist,20220126_011149,"€ 260,000 kosten koper","€ 2,737    The asking price per m² (€ 260,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house (dyke house)",Resale property,1934,Gable roof covered with roof tiles,Living area95 m²Exterior space attached to the building3 m²,95 m²,3 m²,156 m²,294 m³,5 rooms (4 bedrooms),3 stories,F        What does this mean?,Double glazing,Gas heater,Gas water heater,156 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,Detached wooden storage,Public parking,no
