header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
De Boei 29,8302 ET Emmeloord        ,https://www.funda.nl/en/koop/emmeloord/appartement-41390150-de-boei-29/?navigateSource=resultlist,20220129_175852,"€ 259,950 vrij op naam","€ 3,333    The asking price per m² (€ 259,950) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area78 m²Exterior space attached to the building6 m²External storage space5 m²,78 m²,6 m²,5 m²,242 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,"Optical fibre, mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In center,Balcony present,Built-in,Electricity,Public parking,no
