header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Recht Boomssloot 35 huis,1011 CS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42541849-recht-boomssloot-35-huis/?navigateSource=resultlist,20220130_235624,"€ 375,000 kosten koper","€ 8,152    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 50.00 per month,Ground-floor apartment (apartment),Resale property,1931-1944,Monumental building,Living area46 m²,46 m²,145 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,Mechanical ventilation and TV via cable,Not available,"Partly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership",Full ownership,"Alongside park, in center and unobstructed surrounding view",Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
