header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tweede Marnixplantsoen 3 -BV,1015 ZP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42670990-tweede-marnixplantsoen-3-bv/?navigateSource=resultlist,20220130_213117,"€ 895,000 kosten koper","€ 8,136    The asking price per m² (€ 895,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 200.00 per month,Upstairs apartment,Resale property,Before 1906,Listed building (national monument),Living area110 m²,110 m²,335 m³,4 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,2 toilets,2 stories,Not required,Full ownership,Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
