header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Muyskenweg 9,3553 GK Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88041955-muyskenweg-9/?navigateSource=resultlist,20220131_155520,"€ 449,500 kosten koper","€ 5,619    The asking price per m² (€ 449,500) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1919,Living area80 m²External storage space8 m²,80 m²,8 m²,108 m²,277 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,E        What does this mean?,CH boiler,CH boiler,2020,108 m²,Back garden,"44 m² (14 meter deep and 3,15 meter broad)",Located at the southeast accessible via the rear,Detached wooden storage,Public parking,no
