header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
De Veste 15 10,8231 JD Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88050723-de-veste-15-10/?navigateSource=resultlist,20220129_165749,"€ 295,000 kosten koper","€ 2,269    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1980,With carpets and curtains,Gable roof covered with roof tiles,Living area130 m²Other space inside the building5 m²,130 m²,5 m²,177 m²,395 m³,4 rooms (3 bedrooms),3 stories,"Air conditioning, outdoor awning, skylight, optical fibre, flue, TV via cable, solar collectors and solar panels",A+        What does this mean?,Roof insulation and double glazing,CH boiler and fireplace,CH boiler,"Remeha Avanta HTR (gas-fired combination boiler from 2005, in ownership)",177 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Attached brick storage,Public parking,no
