header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,CH boiler,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Elandsgracht 82 c,1016 TZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88989655-elandsgracht-82-c/?navigateSource=resultlist,20220130_211210,"€ 450,000 kosten koper","€ 9,783    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (46 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available on 2/1/2022,Upstairs apartment (apartment),Resale property,1988,Living area46 m²Other space inside the building6 m²,46 m²,6 m²,138 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,4 stories,3rd floor,C        What does this mean?,CH boiler,"2018, in ownership",Built-in,Electricity,Paid parking,No,Yes,Yes,Yes,Yes,Yes,no
