header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Denderhof 13,1066 WS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88021269-denderhof-13/?navigateSource=resultlist,20220127_230402,"€ 500,000 kosten koper","€ 4,202    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 499,000 kosten koper",4 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1996,Flat roof,Living area119 m²,119 m²,115 m²,411 m³,3 rooms (2 bedrooms),2 stories,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,115 m²,Ownership encumbered with long-term leaset,In residential district,Back garden and location,14 m² (7 meter deep and 2 meter broad),Located at the southwest accessible via the rear,no
