header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
De Vormer 34 36,8861 KB Harlingen        ,https://www.funda.nl/en/koop/harlingen/huis-42422973-de-vormer-34-36/?navigateSource=resultlist,20220128_040015,"€ 439,500 kosten koper","€ 3,031    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 439,500) is calculated by dividing the asking price of the home by the living area (145 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,2000,Gable roof covered with roof tiles,Living area145 m²External storage space146 m²,145 m²,146 m²,"1,286 m²",501 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a attic,B        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (2018, in ownership)",1.286 m²,Full ownership,Alongside busy road,Surrounded by garden,Parking place and detached brick garage,9 cars,Parking on private property,no
