header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Tullekensteeg 30 -9,6811 GE Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-88048503-tullekensteeg-30-9/?navigateSource=resultlist,20220128_012640,"€ 150,000 kosten koper","€ 3,846    The asking price per m² (€ 150,000) is calculated by dividing the asking price of the home by the living area (39 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,€ 159.00 per month,Apartment with shared street entrance (apartment),Resale property,2007,Gable roof covered with roof tiles,Living area39 m²,39 m²,140 m³,1 room (1 bedroom),1 story,3rd floor,"Skylight, mechanical ventilation and TV via cable",G        What does this mean?,CH boiler,CH boiler,"Remeha Avanta HR (gas-fired combination boiler, in ownership)",Full ownership,In center,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 159.00 per month),Yes,No,Yes,no
