header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eksterstraat 3,1021 EA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88049749-eksterstraat-3/?navigateSource=resultlist,20220130_193902,"€ 500,000 kosten koper","€ 5,618    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 241.00 per month,Maisonnette (double upstairs apartment),Resale property,1920,Combination roof,Living area89 m²Exterior space attached to the building2 m²External storage space4 m²,89 m²,2 m²,4 m²,302 m³,4 rooms (3 bedrooms),2 bathrooms,2 showers and 2 toilets,2 stories,1st floor,E        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",Long-term lease,Bought off for eternity,Balcony present,Built-in,Yes,Yes,Yes (€ 241.00 per month),Yes,Yes,Yes,no
