header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of parking facilities,error
Singel bouwnummer 2,4357 BV Domburg        ,https://www.funda.nl/en/koop/domburg/huis-87723769-singel-bouwnummer-2/?navigateSource=resultlist,20220129_204048,"€ 459,000 vrij op naam","€ 4,211    The asking price per m² (€ 459,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, row house",New property,2011-2020,Gable roof covered with roof tiles,Living area109 m²External storage space6 m²,109 m²,6 m²,372 m³,2 rooms (1 bedroom),1 story and a attic,Not available,Completely insulated,Electric heating and heat pump,Electrical boiler,In center,Back garden,Detached wooden storage,Public parking,no
