header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Rietdekkersdreef 422,7328 AE Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42652203-rietdekkersdreef-422/?navigateSource=resultlist,20220128_080822,"€ 295,000 kosten koper","€ 2,418    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (122 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1973,Flat roof covered with asphalt roofing,Living area122 m²Exterior space attached to the building10 m²External storage space21 m²,122 m²,10 m²,21 m²,170 m²,432 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Mechanical ventilation and flue,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2017, to rent)",170 m²,Full ownership,In residential district,Back garden and front garden,Attached brick storage,Not yet present but possible,Public parking,no
