header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Amstel 63 G,1018 EJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42651289-amstel-63-g/?navigateSource=resultlist,20220130_223543,"€ 900,000 kosten koper","€ 25,000    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (36 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,2011,Flat roof,Living area36 m²Other space inside the building2 m²Exterior space attached to the building9 m²,36 m²,2 m²,9 m²,36 m²,127 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Jacuzzi and shower,1 story,Air conditioning and TV via cable,Not required,Double glazing,CH boiler,CH boiler,36 m²,Full ownership,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,Built-in,Public parking and resident's parking permits,no
