header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Franselaan 180 B,3028 AK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42522952-franselaan-180-b/?navigateSource=resultlist,20220126_164242,"€ 239,000 kosten koper","€ 2,716    The asking price per m² (€ 239,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,€ 51.00 per month,Upstairs apartment (apartment),Resale property,1938,Gable roof covered with roof tiles,Living area88 m²Exterior space attached to the building4 m²,88 m²,4 m²,284 m³,3 rooms (2 bedrooms),2 separate toilets,2 stories,1st floor,E        What does this mean?,Partly double glazed,CH boiler,CH boiler,Remeha (gas-fired combination boiler from 2011),In residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 51.00 per month),Yes,Yes,Yes,no
