header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Kummenaedestraat 58,6165 BW Geleen        ,https://www.funda.nl/en/koop/geleen/huis-88994731-kummenaedestraat-58/?navigateSource=resultlist,20220128_033846,"€ 649,000 kosten koper","€ 2,822    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 649,000) is calculated by dividing the asking price of the home by the living area (230 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available immediately,"Desirable residence/villa, detached residential property",Resale property,1935,Living area230 m²Exterior space attached to the building60 m²External storage space20 m²,230 m²,60 m²,20 m²,750 m²,700 m³,6 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,"3 stories, a/an loft and a basement",Rolldown shutters,G        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,750 m²,In residential district,Back garden and front garden,Detached brick garage,1 car,Parking on private property and public parking,no
