header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Capacity,Dimensions,Ownership situation,error
Keltenoord 5,3079 ZD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-88037180-keltenoord-5/?navigateSource=resultlist,20220129_154100,"€ 35,000 kosten koper",2 weeks,Sold under reservation,Available in consultation,Garage,Resale property,Electricity,1,"20 m² (5,5 meter deep and 3,68 meter broad)",Full ownership,no
