header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Srefidensiplein 236,1087 VE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42439785-srefidensiplein-236/?navigateSource=resultlist,20220130_205657,"€ 775,000 vrij op naam","€ 4,429    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (175 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,€ 302.85 per month,Maisonnette,New property,2011-2020,Flat roof,Living area175 m²Exterior space attached to the building8 m²,175 m²,8 m²,530 m³,5 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath,2 stories,"Optical fibre, mechanical ventilation and TV via cable",Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Central facility,Municipal long-term lease,"Alongside a quiet road, in residential district, freestanding location and unobstructed surrounding view",French balcony present,Built-in,Electricity and running water,Completely insulated,Parking garage,no
