header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Stationsstraat 99,5281 GC Boxtel        ,https://www.funda.nl/en/koop/boxtel/huis-42674678-stationsstraat-99/?navigateSource=resultlist,20220129_005825,"€ 365,000 kosten koper","€ 3,650    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1923,Living area100 m²Other space inside the building19 m²,100 m²,19 m²,196 m²,431 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,"2 stories, a/an attic and a basement",E        What does this mean?,Mostly double glazed,CH boiler and partial floor heating,CH boiler,"Gas-fired combination boiler, in ownership",196 m²,Full ownership,In center,Back garden and front garden,"87 m² (22,5 meter deep and 5,25 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Electricity and running water,Public parking,no
