header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
De Hooivork 28,5176 ND De Moer        ,https://www.funda.nl/en/koop/de-moer/huis-88034895-de-hooivork-28/?navigateSource=resultlist,20220127_225657,"€ 565,000 kosten koper","€ 5,136    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 565,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 weeks,Under option,Available in consultation,"Single-family home, detached residential property",Resale property,2018,Living area110 m²Exterior space attached to the building19 m²External storage space15 m²,110 m²,19 m²,15 m²,372 m²,413 m³,4 rooms (3 bedrooms),2 stories,A        What does this mean?,372 m²,Full ownership,Surrounded by garden,Garage and detached brick garage,1 car,Parking on private property,no
