header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Piet Gijzenbrugstraat 13 H,1059 XD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42682120-piet-gijzenbrugstraat-13-h/?navigateSource=resultlist,20220130_181535,"€ 425,000 kosten koper","€ 8,333    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (51 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1933,Living area51 m²Other space inside the building1 m²Exterior space attached to the building5 m²,51 m²,1 m²,5 m²,191 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,G        What does this mean?,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,"Alongside a quiet road, sheltered location and in residential district",Back garden,Detached wooden storage,Electricity,Paid parking and resident's parking permits,No,No,No,No,No,No,no
