header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of parking facilities,error
Bouwnummer (Bouwnr. 3),3075 AX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42482743-bouwnummer-bouwnr-3/?navigateSource=resultlist,20220126_004341,"€ 468,500 vrij op naam","€ 3,872    The asking price per m² (€ 468,500) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Single-family home, row house",New property,2023,Woningborg garantiecertificaat,Living area121 m²,121 m²,315 m³,4 rooms (3 bedrooms),3 stories,Mechanical ventilation,A        What does this mean?,"Roof insulation, insulated walls and floor insulation",District heating,District heating,In residential district,Back garden,Public parking,no
