header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Koldingdreef 37,3067 DD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88030661-koldingdreef-37/?navigateSource=resultlist,20220126_172530,"€ 350,000 kosten koper","€ 3,763    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1979,Gable roof covered with roof tiles,Living area93 m²External storage space22 m²,93 m²,22 m²,149 m²,335 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,2 stories and a attic,B        What does this mean?,Double glazing,District heating,149 m²,Full ownership,In residential district,Back garden and front garden,"72 m² (13,95 meter deep and 5,17 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Electricity,Public parking,no
