header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,Area,Location,Garden,Shed / storage,error
Moordrechtstraat 14,3089 TR Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88029425-moordrechtstraat-14/?navigateSource=resultlist,20220126_004650,"€ 439,500 kosten koper","€ 3,434    The asking price per m² (€ 439,500) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available on 8/15/2022,"Single-family home, row house (residential property facing inner courtyard)",Resale property,2019,Living area128 m²External storage space5 m²,128 m²,5 m²,128 m²,459 m³,5 rooms (4 bedrooms),1 story,"Balanced ventilation system, mechanical ventilation, passive ventilation system, sliding door, TV via cable and solar panels",A        What does this mean?,"Complete floor heating, heat recovery unit and heat pump",Central facility,128 m²,"On the edge of a forest, alongside busy road, alongside park, alongside a quiet road, on navigable waterway, alongside water, business park, sheltered location, outside the built-up area, In wooded surroundings, in center, in residential district, rural, freestanding location, unobstructed surrounding view and seaview",Back garden and front garden,Detached wooden storage,no
