header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Overtoom 278 E,1054 JC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88990386-overtoom-278-e/?navigateSource=resultlist,20220130_232704,"€ 595,000 kosten koper","€ 10,259    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1906,With carpets and curtains,Flat roof covered with asphalt roofing and other,Living area58 m²Exterior space attached to the building34 m²,58 m²,34 m²,187 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Combi (gas-fired from 2017, in ownership)","Alongside busy road, alongside park, in center and unobstructed surrounding view",Roof terrace present and balcony present,Paid parking,Yes,Yes,Yes,Yes,No,Yes,no
