header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Boetzelaerlaan 12,2581 AH Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88802007-van-boetzelaerlaan-12/?navigateSource=resultlist,20220127_234410,Price on request,4 months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1906-1930,Flat roof covered with asphalt roofing,Living area74 m²Other space inside the building2 m²Exterior space attached to the building40 m²,74 m²,2 m²,40 m²,225 m³,4 rooms (3 bedrooms),1 story,Ground floor,Not available,"Roof insulation, mostly double glazed, insulated walls and floor insulation",Full ownership,In residential district,Back garden,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
