header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
3e Ebbingestraat 21,8261 VP Kampen        ,https://www.funda.nl/en/koop/kampen/appartement-88033287-3e-ebbingestraat-21/?navigateSource=resultlist,20220129_161842,"€ 179,000 kosten koper","€ 2,841    The asking price per m² (€ 179,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 456.68 per month,Upstairs apartment (apartment),Resale property,1975,Combination roof,Living area63 m²,63 m²,190 m³,3 rooms (1 bedroom),4 stories,2nd floor,Outdoor awning and elevator,E            2.26What does this mean?,Ownership encumbered with long-term leaset,Alongside park and in center,Yes,Yes,Yes (€ 456.68 per month),Yes,Yes,Yes,no
