header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Ohmstraat 6,7533 ZK Enschede        ,https://www.funda.nl/en/koop/enschede/huis-88988128-ohmstraat-6/?navigateSource=resultlist,20220128_004334,"€ 310,000 kosten koper","€ 3,100    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2012,Living area100 m²Other space inside the building24 m²Exterior space attached to the building13 m²External storage space6 m²,100 m²,24 m²,13 m²,6 m²,163 m²,469 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Air conditioning and optical fibre,A        What does this mean?,Roof insulation and completely insulated,Heat recovery unit,CH boiler,163 m²,Alongside a quiet road,Back garden,Detached wooden storage,Electricity,Public parking,no
