header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Balcony/roof garden,Type of parking facilities,error
Lange Beestenmarkt 5,2512 EB Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88951043-lange-beestenmarkt-5/?navigateSource=resultlist,20220131_214316,"€ 695,000 kosten koper","€ 2,920    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (238 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Desirable residence/villa, detached residential property",Resale property,1786,Listed building (national monument) and monumental building,Combination roof,Bouwkundige keuring,Living area238 m²,238 m²,115 m²,950 m³,7 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,3 stories,Not required,Partly double glazed and mostly double glazed,CH boiler,CH boiler,"Gas-fired, in ownership",115 m²,Alongside a quiet road and in center,Roof terrace present,Public parking,no
