header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Boris Pasternakstraat 437,1102 TE Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41809806-boris-pasternakstraat-437/?navigateSource=resultlist,20220130_233904,"€ 230,000 kosten koper","€ 4,894    The asking price per m² (€ 230,000) is calculated by dividing the asking price of the home by the living area (47 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 238,000 kosten koper",6+ months,Available,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,1986,Living area47 m²Exterior space attached to the building6 m²External storage space3 m²,47 m²,6 m²,3 m²,151 m³,2 rooms (1 bedroom),1 story,1st floor,C            1.35What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2008, in ownership",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-03-2036),Storage box,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
