header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Location,error
Appartement - Dok & Kaai (Bouwnr. 13),3024 EP Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42448315-appartement-dok-en-kaai-bouwnr-13/?navigateSource=resultlist,20220129_154823,"€ 374,500 vrij op naam","€ 6,040    The asking price per m² (€ 374,500) is calculated by dividing the asking price of the home by the living area (62 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,SWK garantiecertificaat,Living area62 m²Other space inside the building3 m²Exterior space attached to the building6 m²,62 m²,3 m²,6 m²,161 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Double glazing and energy efficient window,District heating,"Alongside park, alongside water and unobstructed surrounding view",no
