header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Madridplantsoen 127,2034 VS Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88902748-madridplantsoen-127/?navigateSource=resultlist,20220130_145606,"€ 275,000 kosten koper","€ 4,167    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (66 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 295,000 kosten koper",8 weeks,Sold under reservation,Available in consultation,€ 200.00 per month,Upstairs apartment (apartment),Resale property,1980,Living area66 m²Exterior space attached to the building5 m²External storage space5 m²,66 m²,5 m²,5 m²,208 m³,3 rooms (2 bedrooms),1 story,4th floor,Elevator,C        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,In residential district,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
