header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Shed / storage,error
Kloostervelden fase 7a.2,6029 PN Sterksel        ,https://www.funda.nl/en/koop/sterksel/appartement-41343863-kloostervelden-fase-7a2/?navigateSource=resultlist,20220127_220320,"€ 295,000 vrij op naam","€ 3,278    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor apartment,New property,2022,Living area90 m²,90 m²,296 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,Ground floor,Passive ventilation system and solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Heat pump,In wooded surroundings and in residential district,Back garden,"92 m² (7,3 meter deep and 12,6 meter broad)",Detached brick storage,no
