header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Latherusstraat 9 -H,1032 CR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537608-latherusstraat-9-h/?navigateSource=resultlist,20220130_232652,"€ 450,000 kosten koper","€ 6,164    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 137 per month,2 months,Sold under reservation,Available in consultation,Ground-floor apartment,Resale property,1930,Protected townscape or village view (permit needed for alterations),Living area73 m²,73 m²,235 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,C        What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2018, in ownership)",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  15-09-2053),In residential district,Back garden,Detached wooden storage,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
