header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Vlooienstraatje 1,4651 BM Steenbergen (NB)        ,https://www.funda.nl/en/koop/steenbergen-nb/appartement-42514734-vlooienstraatje-1/?navigateSource=resultlist,20220129_033442,"€ 325,000 kosten koper","€ 1,667    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (195 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Upstairs apartment,Resale property,1962,Gable roof covered with roof tiles,Living area195 m²Exterior space attached to the building70 m²,195 m²,70 m²,610 m³,6 rooms (3 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,TV via cable,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2017, in ownership)",Full ownership,In center,Sun terrace,Roof terrace present,Built-in,No,No,No,No,No,No,no
