header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Slotstraat 90,4416 AX Kruiningen        ,https://www.funda.nl/en/koop/kruiningen/huis-88032181-slotstraat-90/?navigateSource=resultlist,20220128_040657,"€ 289,000 kosten koper","€ 1,966    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1910,Combination roof covered with roof tiles,Living area147 m²,147 m²,217 m²,436 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,2 stories,Rolldown shutters and solar panels,B        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2010, in ownership)",217 m²,Full ownership,In residential district,Back garden,120 m² (10 meter deep and 12 meter broad),Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
