header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Facilities.1,error
Cantatestraat 6,7323 KL Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42678783-cantatestraat-6/?navigateSource=resultlist,20220128_021747,"€ 325,000 kosten koper","€ 2,305    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1970,Gable roof covered with roof tiles,Living area141 m²External storage space23 m²,141 m²,23 m²,206 m²,485 m³,6 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,"Outdoor awning, skylight, mechanical ventilation and TV via cable",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"AWB (gas-fired combination boiler from 2020, in ownership)",206 m²,Full ownership,In residential district,Back garden,70 m² (10 meter deep and 7 meter broad),Located at the northwest accessible via the rear,Detached brick garage,1 car,Electricity,no
