header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rozenburgstraat 133,2512 SR Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42543189-rozenburgstraat-133/?navigateSource=resultlist,20220131_210923,"€ 265,000 kosten koper","€ 2,477    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Renovation project,Flat roof,Living area107 m²,107 m²,363 m³,5 rooms (3 bedrooms),2 bathrooms,"Bath, shower and 2 toilets",2 stories,2nd floor,Mechanical ventilation and passive ventilation system,G        What does this mean?,Mostly double glazed,CH boiler,CH boiler,Full ownership,Full ownership,"Alongside a quiet road, in center and in residential district",Paid parking and resident's parking permits,No,No,No,No,No,No,no
