header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,error
Haverschmidtstraat 80,2522 VT Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88036684-haverschmidtstraat-80/?navigateSource=resultlist,20220131_210616,"€ 300,000 kosten koper","€ 2,206    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1933,Living area136 m²Exterior space attached to the building6 m²External storage space7 m²,136 m²,6 m²,7 m²,111 m²,428 m³,6 rooms (3 bedrooms),3 stories,TV via cable,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2007, in ownership)",111 m²,Municipal long-term lease,"€ 293,64 per year with option to purchase",Alongside a quiet road,Back garden and front garden,"38 m² (6,5 meter deep and 5,8 meter broad)",Located at the northeast,Detached wooden storage,no
