header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amstel 258 H,1017 AL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42510094-amstel-258-h/?navigateSource=resultlist,20220130_150001,"€ 325,000 kosten koper","€ 10,833    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (30 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,Ground-floor apartment (apartment),Resale property,1943,Protected townscape or village view (permit needed for alterations),Living area30 m²,30 m²,108 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,Mechanical ventilation and TV via cable,D        What does this mean?,Double glazing,Electric heating,Gas water heater,Full ownership,"On navigable waterway, alongside water and in center",Paid parking and public parking,Yes,No,Yes,Yes,No,Yes,no
