header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Mauritsplaats 280 i,3314 LZ Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/parkeergelegenheid-42531436-mauritsplaats-280-i/?navigateSource=resultlist,20220129_171448,"€ 29,000 kosten koper",2 months,Available,Available in consultation,Garage,Resale property,No insulation,1,"17 m² (6,21 meter deep and 2,76 meter broad)",20 m²,20 m²,Full ownership,no
