header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Ownership situation,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kratonkade 484,3024 EW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-87788328-kratonkade-484/?navigateSource=resultlist,20220126_005726,"€ 850,000 vrij op naam","€ 4,749    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (179 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,€ 275.30 per month,Ground-floor + upstairs apartment (apartment),New property,2022,Living area179 m²Exterior space attached to the building44 m²External storage space4 m²,179 m²,44 m²,4 m²,750 m³,4 rooms (3 bedrooms),2 stories,Ground floor,Not available,Full ownership,Alongside a quiet road and alongside water,Yes,Yes,Yes (€ 275.30 per month),Yes,Yes,Yes,no
