header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Groningensingel 1013,6835 GN Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-88037882-groningensingel-1013/?navigateSource=resultlist,20220129_161630,"€ 185,000 kosten koper","€ 3,190    The asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 15, 2022",Available,Available in consultation,€ 221.47 per month,Apartment with shared street entrance (apartment),Resale property,1975,Living area58 m²Exterior space attached to the building9 m²External storage space7 m²,58 m²,9 m²,7 m²,189 m³,2 rooms (1 bedroom),1 bathroom,Bath and shower,1 story,3rd floor,Elevator,F            2.42What does this mean?,Double glazing,Communal central heating,Central facility,Full ownership,Public parking,Yes,Yes,Yes (€ 221.47 per month),Yes,Yes,Yes,no
